Clean_tweets;Labels
luja tyinika nja yam si ngaske sithenge eza z’aram iliverpool njena😂🤨 ;positive
nnakekagiso nonoshee yi round kaloku leyo ;neutral
the zulu maiden lezizinqa zangikhumbuza izinqa zomunye usisi engangizwana naye owaganela ngapha ngakithi phesheya kothukela zifana ncamashi besengithi wuye 😂😂😂😂 ake ngilale ;positive
destinyzee sekusele kancane nje makoti bekezela 🤣🤣🤣 ;neutral
gepf sa my file was last checked on the 8th of december its been a year since i resigned ngicela imali yami 😭 ;negative
surely everyone was back at work today unless umsebenzi uphelile ;neutral
nonoshee whenever he saw that dog he would exclaim nantsi lenja ndingaziyo uba ndayenza ntoni even when he was with group of other boys it would ignore them and go straight to him and terrorize him 😂😂 ;negative
former security guard noncedo khawuleza started farming four years ago with only 3 pigs today she has 100 she sells the pork to vendors of braai meat makes +r7 000 per pig📍faure near stellenboschpiggery agriculture agribusiness nationalshutdown south africans farm ;negative
victor molefe saze saphenywa izinqe ezweni sakhile 30 kulihlazo nje lokhu ngiyathutha esouth africa ngyohlale madrid noma emanchester ukhozi fm luhamba phambili ;negative
irmag radio2000 za molo irma g n namaradio2000 ninjani nivuke kakuhle kodwa weekendflavour ;positive
ig memories bethuna 😂 ;positive
sjmauryy 😂😂inkinga ikwi circle yakho 🤣🤣 ;positive
mxolisiluke thwema1 nibuka iporn ekseni kangaka ;neutral
nandi usamfuna uclive ininzi kengoku 😭😭😭 feluthando ;negative
moshe ngo poster business yakho soze uyinuke i share or retweet 🤣🤣 ;neutral
you’re spitting ke bafuna ukuprotest’elwa uban ngempela ;negative
isimo simanzonzo 📍 ;positive
amahlegobile ha a bethuna sanubanemikhwa 😭 ;negative
mow hlela yall are going to hell ;neutral
my idol released another one isibuko indlalifa sjava ;negative
auntyscoobydoo unamanga it compliments a lot of meals even pizza cooking with it is a preference just as drinking kodwa qhubeka ;neutral
anelefumba banxilile kengoku rhaaa ;negative
michaelbucwa ulaka labaphansi phela umabhebeza uyashisa ;neutral
church politics😑 ndimke ndingafumenanga nalo ntshumayelo ;negative
phume22 uyezwa sikho siseko 😂🤣 even beautiful ladies are on man u side its a new year things have changed ;positive
babyojayy officialthutoo personally nonam ndifuna ukuba babiedngesilungu🤣🤣 ;negative
lontshwa2 men are living their badbitch era to the fullest kaloku ;neutral
carwootah 🤣🤣🤣🔥ungu mfowethu kaloku wena asizokohlulwa yi anc ;positive
khoza bonnie cyrilramaphosa cabanga kushisa kangaka enkomazi then you queue for this 🙆‍♀️ ;negative
raymondsathekge ndithi yho andigqibi nangoku ndisathi yho ;positive
sigujana za dumakude ngiyacela uhoxise amagama akho kuse early mfwethu buka nje suze wenza nami ngazithola ngihleka ngephutha kungafanele 🫣 ;positive
phushani umsebenzi siyawubona ;neutral
lekoloanemanam2 apho khona uthetha inyani ;neutral
dehobz abantu bakuthi abasixabisanga ingxaki ;negative
akuwona umsebenzi wabo koda emawinisweni sesngabacela basisize koda they dont have to do it ;neutral
pallnandi cant delete inyama i am xhosa id rather delete you ;neutral
ye bhuti atholt ndiyakudinga mfondini kule xhosa edition ye scrollaafrica yiza ngaphambili mhlekazi sincokole ;positive
sebasi21 asoze kaloku wena ingaku killi 🌚 ;positive
ikukhumbuzaphi pastorthedj ntsabomluleki uwfm88 106fm yhooooo bhutiza mna indikhumbuza ekhaya ndiseyintwana ngoko nomathotholo esaxhonywa dongeni singekabina mbane eloxesha qha ngunyaka lona ngamkhumbuliyo ;positive
aladypl molweni nolali 😍 ;positive
ukhozifmvabs djsgqemeza mrozawangempela molweni basakazi bami sengivukile ;neutral
this caller on ntombi meso uthi ndiyaphuza from friday to sunday amp 24 each day avele athi andinayo boyfriendradio2000 za ;negative
cash graphics awkahle kancane wena 🤣🤣🤣 ;neutral
the princess mk ulale early ke today no ngxaki at all ;neutral
sir m charles se senze njalo mhlekazi ;positive
ntsabomluleki uwfm88 106fm pastorthedj indikhumbuza umalume wam owayenomona gqithi nge stereo sakhe esasiphelelwa qho ziibattery ;negative
mosaroccoii manje when will we graduate from where and were inkinga ilaphoke ayi lento oyishoyo yobandlululo ;negative
mintombi weh soze ;negative
heeei hay kona kona imali andinayo kodwa umntana oyi ntombi kulo nyaka ndiya mfuna 🥺🕯 ;negative
pum zile sometimes just put your problems aside and decide to be okay okanye usele ;neutral
ubekim mfanelo sibanda ungazihluphi ngabantu abangazi lutho they are just misinformed kodwa futhi ukulawula lakho akusizi because it empowers the perceived rival ;negative
charlenemalook and we know 80 of the time men lie about the “drama” the mother of their child give them like on a normal day what makes you think he’d treat your kid any different if you had a kid with him inkinga we think we’re the exception nje ;neutral
lmkonqo ucula kamandi kangaka 💖💖 ;positive
lancemapere bheka904 currently cooking intloko in them i am using a glas touch stove so they are actually very good ;neutral
zanel3 mthethwa lol hawufuni umshado ;neutral
hey guys ngicela ningaphuzi kuleweekend😂😂👏👏 ;positive
isolezwenews alukho uzwelo lapha basho ngokusobala ukuthi azilime ziye etsheni ;neutral
sjavas album is just a masterpiece😭😭😭 amp its been on repeat since saturday morning mans soo talented 🐐🔥 isibuko siyabonga sjava indlalifa 🙏 ;negative
hay bawo inoba wayetshate nyan n unomntanathose pix sana ;neutral
sithalekgaogelo that i can take but being ghosted hela nje unprovoked and then pop back up as if akhonto thats another level of mental and emotional abuse ;negative
advobarryroux ay bengithi sengikbone konke ;neutral
southafricakznn bendilele kakade 😭😭😭 ;negative
sisandaq ngempela sisi in life we only need that one person who will be used by god to change our stories destiny helpers are sent by god to change our lives 🙏 ;positive
1phila nkosi 😭😭😭mjita angishongo lutho mina ;negative
sphe mayizukiswe m sithathe kakubi ngathi sphe😒😒😒 ;negative
if une sthombe sam efonini yakho ngicela ukuthi ungdeletela sona ;neutral
pearlmaphile prom mommy ngicela ungicocele ;neutral
tiyonispecial mara ezinye izinto siyazihleka but on a crus note bayaloya abantu in our days namantombi namajita kodwa sethembe lona izwi elinamandla bathi bezenza izinto zabo looo nkulunkulu esimkhonzayo abatyhile abaveze ababukanise nathi ngoba akehlulwa lutho yena ;negative
listen to this one comforting me you are not fat you are gorgeously built 🤣🤣🤣🤣🤣🤣 inganekwane ;negative
maxhosa akuthi bendicela umntu onolwazi andicacisele ukuba yintoni unontongwana 🙏🏾🙏🏾🙏🏾 ;negative
poshteedkay mokwenaresego mankaeza i agree with your statement but the ancestors part i would have to do more research i would like to believe that woman do not forsake or leave their ancestors whenever woman have umsebenzi kubo why do they go back if they are not part of the ancestry ;neutral
madala blax neladinho khululeka ill take them after im done with him😉 ;positive
sphiwe chiliza sizwedhlomo inkinga zabantu abanemali😂😂 bavele bayozifaka nje ekufeni ;negative
blackmapuma soze uyibone lonto ;negative
madunasizakele 😂😂😂🤣🤣🤣 only time will tell xolisa kusase early ;positive
kfc wasuke wandinukisela kakubi 😭 angavumi ngam uthixo pls ;negative
lavitosoul eskom ceo fall on which category uyakwazi ukunza umsebenzi or isiphukuphuku ;negative
alfredotaginci so defensive over intoni im not even a pick me but the kid cooked imo 😭 ke no rata gore ngwana wa batho o ithatela fela buka tsa di gold digger re tla di bona later im letting it slide bc u know i love a good alliteration 😭🆙📈💯 ;negative
dazabu kuthwe kusithiwa “nantsi ipapa” ndabe ndi in too deep 😭😭 ;negative
lindi xo same😭😭and ekhaya bandi jonga sengathi ndine heads ezi 2😭😭😭😭 ;negative
kasiboysa libala ;negative
scrollaafrica maybe amasi abewumbhedo ebaba or sebewadle kakhulu phela nezikole ziyawuphaka umbhedo ;positive
qokani stiff pap nesibindi or namaqanda zimnandi kangaka ;positive
h1umelo hawukeleni1 sizwedhlomo bayiqhela kakubi i eff nyani imagine saying this shot while eff has been marching to eskom and we were told they are attention seekers da goes to luthuli house while union building where government of the country is occupied in is left in peace absolute joke ;negative
nami ngifuna ukuhamba ksasa inkinga umah🥲 ngiyayazi into engilindile lapha 😭 ;negative
ntandomasondo1 ndiyabulela 🥰 ;positive
scello mina ngidla inyama kuphela🤣🤣🤣 ;positive
zarmaaaaa eey bengithi imina onenkinga😂😂😂😂 ;positive
phumani ezijolwen zabantu bethuna ;negative
mkhuhmbulazi uxolo mbulazi nawe boyeka lemibuzo yakho udle ikhekhe 😂😂😂 ;positive
boniemntambo ayikho yona🤣 i just bumped into them and we stood for a long time sixoxa and they were drunk but wanting to talk business same time😂 bebekhulunyiswa utshwala ingakho ngithi bebengiwayinda🤣 ;negative
lerato 03 mine i ended up canceling their order bayagula u cant make sm1 wait 2 hours just 4 a kota soze ;negative
phophoh sisi ngicela ukuxoxa nawe ngasese ;negative
ngesizulu awatholakali kalula ;positive
kongo centralrdcurgent en ce moment la route nationale numéro 1 est bloquéeun véhicule en provenance de tshela à bord duquel des ananas sest renversé à songololo bloquant par la même occasion la routedieu merci on ne déplore pas de pertes en vie humaine ;neutral
khange nizophule kanje ezaswingi zasebali ;neutral
impilo yanamhlanje indinga upartner onenqgondo ;neutral
goalcomsa i understand him shame he really wanted the goal not to stand find fault with the ref and wanted pirates to win in his analysis how he zoomed and stopped at where billiats hand is it really looks like its in the face phofu ndlondlo did not even show that he was hit ;negative
lwanda kakade tata ;positive
nkosina97210861 intoni 😆 🤣 ;negative
ilula lento mailula dstvprem ;positive
jp looks different bethuna 🙈🙈 bbtitans ;negative
ambitiouz ent please guys recognize us check my pinned post soze uzisole ;negative
madam pb chrisexcel102 haii soze ;neutral
malatsia lare tima kunye ko you tube ;neutral
tununu3 ingxaki kungabi nama aara 😪😪😪fike begigitheka oothozama no sandi oobulie balapha kuba kuthetha umjelemba😪😪😪 ;negative
maitokonya ummm uyiphethe impahla ;neutral
soze i need the heat ;neutral
men are insane this man is getting married in a few months amp decides that now is the perfect time to confess how he feels apparently ndithe makazicime ezo feelings zakhe cause they won’t be serving any purpose kum inoba uthi ndiphambene because what 🤣🤣 ;neutral
gwinya elinonkqiyoyo okanye eline polony emva koko ndilithobe nge coke qha phi ke enqabile amagwinya nje apha ;neutral
ngaske uthulani mxenge abe in each and every scene andazi kanjani but ewe gqeberhatheempire 🧎🏾‍♀️ ;positive
lekomadlala angiboni kanjalo bafo kodwa kuzofa abantu ngempela manje ;negative
for more info about our work in facilitating community private partnerships for land reform visit partnerships community communityproject agriculture farming landreform land government investment environment loadshedding ;negative
hay ibuyile yona shame an entire week of flu recovered but headache amp runny nose that won’t go away kancane kancane iyavela 😭😭 ;negative
littlebro 112 umntu wawo unomsindo ;positive
bassiethage havana bloom lol cabanga 🤣🤣🤣🤣 ;negative
cabanga supporting chiefs and chelsea im really happy when they get whipped ;negative
king704mph nakedibubbles besengiz’babazela begodu angekhe ngak’phikisa naso indaba ivela kubanikazi 🤷🏾‍♂️ sekuthi naso siyakhohlwakala ngetjhubo leli engingakilo ;negative
sphe uvele isindwe inyawo zakho 😹😹😹😹😹 ;positive
cnehshuga oyini bethuna akashide ;positive
kudala ndizama ukuthetha nawe mnahayi ku phelile kumsi sukakude 👌🔥 ;negative
khandanim ingandi phuphisa kakubi lento ;negative
is promo twitter still a thing okanye nadikwa kuhletywa kweza groups 🤣🤣🤣 ;positive
nelsonq tau hhay cha kunjalo ngempela ;neutral
as much as i didnt like what bubblys mom said to samke i must say inkinga ka samke is that she doesnt want to listen to other people thisbodyworksforme ;neutral
hermanmashaba if you had looked deeper the first thing you would have picked is the massive hypocrisy in ian smiths statement it was normal for black people to walk on sewage in their areas under white rule the status quo continues in nyanga amp bonteheuwel under das white rule in wc ;neutral
“ngaybuka esbukweni ngayzondangathi wena omosh impilo yami ngazkhomba” ;neutral
havana bloom anoke nithi ukwenyukela ngenhla phela bo camera man dibone kancane ;neutral
kingdon za in my funeral nizodla amasi nedokwe kudula kabi ukudla ;neutral
phishbabee ngelo xesha wayeka nalo groove ;negative
there’s an array of law policing harassment in sa including the cybercrimes act 19 of 2020 before you tweet “” be sure ukwenza at least kubangani bakho ojwayele ukudlala nabo cause those qwerty fingers can turn quiet in a matter of seconds masiphaphelana 👍🏾 ;negative
if you want brazilian hair you must have a brazilian body asikwazi ukuvala ikingsley ngesivalo se coke😒😞 ;negative
lmkonqo lovefoodyola ndikhusela wena no diva kaloku asilwi mntaka baba🙏🏾 share it on your whatsapp status cause twitter is a dangerous space to share such🤞🏾 ;positive
dlalachampion i get that we’re all looking for job opportunities mara 1k working monday to friday 9 hours a day🌚 soze ;positive
thestrpeople 1kzntvnews lezinto zihlulwa ukusilethela amanzi ;negative
manqoba03 ziyabuya emasisweni ke manje amazulu are reconnecting with their ancestors and some dont like it and start calling us names unyazi lwezulu lizotakula abamathambo mhlophe umase uma njalo uzulu ngaphansi kuka king misuzulu🙏🏽 inkonzo ejulile leehh ;positive
demezane1 cabanga nyalo lishisa kanjena asinamali😩😩😩vele nje kwaphambana emalanga ;negative
andidinwe bethuna kunzima nohleka nezijokes 😭😭 ;negative
madhlomo 😁kaloku sufuna abanye bamithe ;negative
khanyisilemana3 ayisho lutho nje ;neutral
advobarryroux lomjita wimpatha umbuka nje engashongo lutho ;positive
khayalesizwe b nginkosinkosi babwa sis emtshezi ayikho invunulo enjena ngisho inkehli ayigqoki kanje mhlambe ngakini bayakwenza but please do your research about lendwangu yakho oyithanda kangaka futhi nawo amatshitshi afaka ubuhlalu ask around especially your elders mhlambe bona uzobezwa mebekutshela 🤜🏼😉 ;positive
mthigo yazi ngempela ;neutral
isandla sami sakwa left hlezi nje siluma 😞 kodwa angiyibambi i lotto ;negative
