sentence,Final_Label,predict_name
i realy realy love someone so ke a ba tshelela so ke emise nnotonyana e ke e postang ka gore o tla ske a rate o jang ne baan lo sure ke pitlagane mmmur ha soore ke lese hela once ,negative,Setswana
ngwanyana wao tlhoka kuane yao robala ya bo chef marlin ,neutral,Setswana
@user tsa teng,neutral,Setswana
@user @user le dira jang ne mma go kwa kana ke kgang tsa genetics ,negative,Setswana
go tshela metsi akere ,negative,Setswana
@user nyaa o tlebe a lwelang le nna jaanong ,negative,Setswana
se tloga se simolola stress sa united ,negative,Setswana
waitse nna ga ke sa itse jaanong ,negative,Setswana
go tshela lona waitse ah ,neutral,Setswana
@user hai ena e thata,negative,Setswana
@user ke utlwile go tualo le nna ,positive,Setswana
@user nna kana kare kgang e e tsietsa nna ke le nosi ,positive,Setswana
@user o ka se nwe botlhoko so ,positive,Setswana
ederson walker dias ake cancelo rodri silva bruyne c foden haaland alvarez @user dira yalo mogolo ,positive,Setswana
@user @user nnya ke go utlwile ,neutral,Setswana
thata i want ,positive,Setswana
@user @user @user ke ipotsa ba ganelang ,negative,Setswana
@user puuu fatshe magongwa otlo rwala matsoho hlohong,neutral,Setswana
@user nobody she has toys food water n milk ke fatshe mona ,negative,Setswana
@user tlogela di jokey o siame hela without them ,negative,Setswana
ke gopotse motho waka botlhoko yoh,negative,Setswana
@user ke o lebile jaana,neutral,Setswana
@user ke go utlwa sentle sir dankoo,neutral,Setswana
@user ha ba so re natla li fasoe,neutral,Setswana
@user @user @user puo tsa lona ,negative,Setswana
o dingalo moffat e rile a bona gore le bua thata haa tsenya dikoloi be a tikela morobanyana a tima dipikara ,positive,Setswana
@user tlhebanna go phakela ,neutral,Setswana
at this point se segolo ke bophelo ,neutral,Setswana
@user ntate mukheli thank you,positive,multi
@user @user stlaela sa ntate mxm,neutral,Setswana
@user @user @user mosimane,neutral,Setswana
@user fela yaaka o apaya motogo wa phakela ebe ore tot ya vinegar or a leveled teaspoon of tataric acid if o batla go loisa continue as you would ka ting e bidisitsweng,negative,Setswana
@user @user ntate @user some of us dont have fb please keep us updated on this platform also,negative,Setswana
@user hahaha disclaimer e botlhokwa gore ,negative,Setswana
@user @user ba maswe thata ke bo meno masweu ,negative,Setswana
ba tlhoka dithapelo shem ,positive,Setswana
thata tlhe ,neutral,Setswana
@user kamoso today go llata,neutral,Setswana
@user bafana baka ba spana ,positive,Setswana
@user o batla madagascar kgakala yang ,positive,Setswana
@user ketlaago potela kako dm kamoso moratiwa,positive,Setswana
@user @user faya ntate,neutral,Setswana
ths lady says her1st marriage ended last year august she is getting married again in december i just love women who are not afraid to love marriage is a gift koore o bowe round 3 ntse ba maketse kgantele ba go botse gore o tsena yang ,positive,Setswana
@user @user @user yho you guys le re palame dihloho the whole day,neutral,Setswana
nnyaa ao koore le ja monate ,positive,Setswana
this is how i feel about @user now guys lere tsenya matlho dira di tshega ka rona ,positive,Setswana
@user kushoda ezebhova baka mgqumeni,negative,multi
@user o tshegang jaanong ,neutral,Setswana
into esizom thuma yona ulittle uroby robs makeze ,positive,Isixhosa
i feel for kaizer chiefs fans who support manchester united go tla siama banake ,positive,multi
 ba nna jang ,positive,Setswana
@user banyana ba 22 ba tsubisa bo ntate ba malapa di hubble bubble influential savages those ones but good luck though ,positive,Setswana
@user o utlwe a zama ho buwela fatshe a re please hle ska nketsa jwalo,positive,Setswana
thata gore ,neutral,Setswana
ntate nurse ,neutral,Setswana
@user ke bua thata akere ,negative,Setswana
@user @user @user ha dije fatshe poropotlwana o tshwere stedii pooipatrick phangoa,neutral,Setswana
@user yeeeey mara bo shy baka bo ntswere ka di washin ,negative,Setswana
this is what happens when you use legal wise bese uyadelela ,positive,multi
@user ka go tlhoka lesego ke le man u ,negative,Setswana
@user @user @user @user @user @user sentle fela ,neutral,Setswana
motlhomong ke english because sometimes wa bua ntate o mara a ke utlwe go re o reng ,negative,Setswana
@user ae ke siame ko go fenyi re happy ba re iketlele ,positive,Setswana
@user ae team e e siame gone kwa,negative,Setswana
@user thata my baby ,neutral,Setswana
modimo ntate ,neutral,Setswana
motho tshwanetse a batla bite byanong ,positive,Setswana
bathong mjolo o thata yang malatsia ,negative,Setswana
@user ke bona fela kee tshwere tender a ke tlogetse tiro ke pega mebala ya folaga ya fatshe leno,negative,Setswana
@user @user kante fagotwe a dog is registered to tewa jang ,neutral,Setswana
some great steps taken by ntate motsoaledi - the san passport integrity is being restored ,positive,multi
efa monna kuku ka malatsi otlhe,negative,multi
@user kere maybe o ntsha nyoko,neutral,Setswana
i like men gore o tla a ntse jang ke tlaa mo rata ,positive,Setswana
@user ka bosesane kege bamo latlhela o kare nonyane somaar kege a bona gore antshe phone selo sa modimo ,negative,Setswana
@user ke ikhwathaya phakela ke rometse risky texts ,negative,Setswana
@user o siame hela,neutral,Setswana
@user @user lutho nje bafeba bese bekukhohlisa ngokukubambisa yona le-beard ekhotha wonke umuntu ,negative,Isixhosa
@user @user i wasn t at work yesterday my colleagues were happy today ke e thomile fatshe my whatsapp status is even worse i won t give them peace this month ,negative,multi
@user as for nande ngishlola mina yaz kuningi that led us there mara mostly it was him over analysing everything i post even a joke he would find a deeper meaning athi but i don t do that ngithi weh yi joke bese ngathi nah fok let s not have each other,negative,
@user siythenge bese siyshonisaphi ,neutral,Isixhosa
what is happening at man united is what happened to arsenal i am glad they are experiencing it modumo wa bone when we were buying bo luiz willian and the likes it s their turn now aba mo reke anaurtovic a tle go tshameka10 games out 38 ,negative,multi
@user adidas umbro lea pesa bana jang ,neutral,Setswana
@user o raya jang o re itlhela ekare o mo torong,neutral,Setswana
@user mme gone ha le phunya pheho jaana mojo le nno tsone di ntse jang akere le itse gore ke tsone tshoso e rweleng mo go tsa go thuba mmele go alola pheho is 30 of it ,negative,Setswana
@user a kere that s what the song says kana jang ,positive,Setswana
@user reetsa ,positive,Setswana
@user @user @user ya me e siame e tla fetsa ga ke lo berekisa ,negative,Setswana
@user hiswinwe niri kwala nkambako 3d,neutral,multi
thatha konke bopha ,neutral,Isixhosa
eich nka tshega gore wena ngng lere tlhoka dipelo lona ,neutral,Setswana
@user apartment living is something else the liver ya teng is something else,positive,multi
@user go a tshwana how long has supra been toppled what have bo job and all who have followed done better to the province zero it s even in the worst condition if your hatred for supra can t make nw better then you r a total waste yourself ,negative,
@user ngwana kamoso atla ka ghips ekare feisi laa makala ,negative,Setswana
@user baa tlhokomela batho ba waitse ,positive,Setswana
this happened in the complex i live in ke letse ke boifa gore maabane bosigo ,negative,Setswana
the side chick le ena aii letlorere bua thata ,negative,Setswana
kana maloba in the papers it was said that more men die from gbv in botswana than women i need more information on this i am trying to remember which paper it was so i check how this was ,negative,Setswana
@user ntse kee betsa kgantele ebile,neutral,Setswana
@user goa tsogiwa golo ha ntate,positive,Setswana
thata gore might just give in and order it life e short ,negative,multi
@user @user @user @user ya lona le dirile go tlala sentle ga kena ngongora epe ka lona gonne go a bontsha gore tiro e lo e tsaletswe ,negative,Setswana
proof of life sengivukile ngisathi ukuhabula la ebhakedeni lami bese ngiya emsebenzini ,neutral,Isizulu
@user ri fambe kahle ngopfu niri kwala clara struuuuu@munghana,negative,Tshivenda
@user @user nako tse ling motho o be a utloa a kula feela a sa tsebe na sick e bitsoang ke se kile ka okamela lebitla mona hoba feela se sa tsebe lebitso la siki,negative,Setswana
ba iketla thata this boys when it comes to defence ,negative,Setswana
@user la re tshosa gaise re tshole bana ba ntlha ,negative,Setswana
@user @user go thata hardy ,positive,Setswana
@user bese ulala nini mzu aningeni ama night shift ,positive,multi
ke simolla go dira jaana batho ba ka re talla waitse ,positive,Setswana
@user eish e thata nyana neh because even if ele your trusted boyfriend people do things hey ,negative,multi
 al ahly president mahmoud el-khatib has come out to make a shock claim about former club head coach pitso mosimane just weeks after the south african s departure more ,negative,multi
gase motsoko ke size ya motsoko wa teng ,negative,Setswana
this ntate mogoeng legislative impediment to becoming president is he unaware or this is potentially embarrassing stru ,negative,multi
umuntu akumithise ingane efana naye bese ekuphula inhliziyo usale nale copy yakhe that is gonna remind you of him impilo yakho yonke ,negative,Isixhosa
@user @user name and shame ntate tell us how much they owe as you pull a teddy pendergrass and turn off the lights,negative,multi
bopha bhaka-bhaka bopha ,neutral,Isixhosa
@user ba re o kgona go mo utwa ha o ka mo reetsa but then again everyone has the right to open a social media account and put up whatever thought they want to share ,positive,Setswana
@user thata chom sa bayiza ,neutral,Setswana
i wish i still had it in me to thuma inhlamba but i ve become such a zen person yhu bhod ,negative,Setswana
@user eya nna nne ke shebile reference ene entsoe joale ke araba haore akese a e thole because lise likile tsa dismisoa oh yes the challenge ke hore has different cases ,negative,Setswana
@user @user you mashaba are a joke to think that you had the nerve to speak at a funeral of a hero and associate yourself with him ntate maponya was an icon a hero a visionary men like you who seek to divide black people will not go well into the history ,positive,
@user nna lekgalee kebatla ho shapa fatshe ka hloho,negative,Setswana
@user @user ausi abuti or ntate or by title le surname,neutral,Setswana
@user nna ke setse ke heditse madi maloba ke rekile e santse ele 50 ,negative,Setswana
cant remember who was looking for these maloba di ko jb ,neutral,Setswana
e nngwe e tlo mpolayang ke go sa bueng ga ke tlhoka thuso ,negative,Setswana
@user re ka becha 5 clipa gone jaana ga se stress ,negative,Setswana
@user bese bathi nywe nywe amazulu are not romantic besibhemela mkhulu uyalishaya ibhodwe ngonyama ,positive,Isixhosa
@user lol batho ba green app go thata for y all to leave it,positive,Setswana
@user nna i did that at1st mare kgang gatwe castle lite not empty bottles so golofa re palelwa ke sekgowa and math,negative,Setswana
@user get in there now rap this up and end the match with a delicious 3 points re tshela thupa today like we always do ,positive,multi
@user @user ore ntate radebe,neutral,Setswana
mpeyele loaf ke tla bona gore ke fihla kae also oketsa di chips and remove avo yeo xap ,positive,Setswana
@user a go bate o thoahala thata just be here for a good time ,positive,Setswana
@user yone ele ware best team eseng re tshameka ka royal le sessegnon mbesum le perisic bale on the bench and richardson we have players mathata the play doesn t suit them,negative,Setswana
@user pirates loss will never be so painful like chiefs machiefs a ipotsa too much ,negative,Setswana
@user ha o ka itshwara sentle,neutral,Setswana
@user ga go noodig thle nog go bole tsididi yana ,negative,Setswana
@user nnyaa mme ke a utwa gore gatweng ,positive,Setswana
@user ntate collen re a leboga modimo a go tshegofatse ,negative,Setswana
@user thata akere go nale kitso center ya mascom ebile o reka biri o bua sekgowa,neutral,Setswana
@user honestly our natural bodies look ways better than theirs combined doro yena bano mo dira le box la marago marago a ona a thoma nokeng just like a cyan inno enoba lizard nyana soo,negative,multi
@user @user where can i find the full judgement ntate ,neutral,Setswana
this sums up so beautifully how the last few days have been motions- boitumelo johnson ,positive,Setswana
@user @user shared a list of benefits maloba di tsome ,positive,Setswana
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user mxm ke bona eka otla mo sala morao ,negative,Setswana
golo hale ne gotwe period sex e dira jang ,negative,Setswana
ke ikemi edit e go hwela thabeng ya bo ntate ba ko caribbean thobela ,positive,Setswana
@user okare nka botsa dipotso tse ngaka because i don t understand batho ba teng ba batle kantle ka mo and telling someone o motle and then passing to now okare o so fetella are two different things so i take it le like e jwalo mo social media,negative,
@user ntate way ,positive,Setswana
@user oa tshega mara o tshwana hela lenna wai ,positive,Setswana
@user hiswinwe niri kwala nkambako,neutral,Setswana
@user @user ngicela ukukujonga nawe undijonge bese syajongana ,neutral,Isixhosa
@user ae ntho di chenchitse bruwam the rate at which these guys blow atms @user bo re sa makale re bala tse d setseng hela kooteng ba tshwanetse go betsa every machine ke mathata,negative,Setswana
@user i respect that more than anything about him ke le shoela tumelo feela nnete ke hire his opinions li nts oarisa heartburn hangata joale this time ka ntate sam he levelled me ,positive,Setswana
@user @user bese kondla abanye,positive,Setswana
