tweets,labels,predict_name,Unnamed: 3
@user hope youre having a great day @user got you covered on whats happening in the world of soccer so you dont miss any action subscription only costs r 3day dial 179 or subscribe here,positive,multi,
@user ke go reka legosha klaar,negative,Sepedi,
is this ur stylebob on sale r 800,positive,multi,
@user @user now malema is acting like a small boy @user,positive,Sepedi,
ke a go reka mafresh nnaka,positive,Sepedi,
@user @user so wa admit but ge rego botsa wa gana,negative,multi,
@user di santse di teng ka loga ke batla go heta hoo ke reka,neutral,Sepedi,
@user bathong a whole stepdad,negative,Sepedi,
@user throwback ya nnete ga o bona the fnb atm e ne ise e nne teng,negative,Sepedi,
mothobi mvala o bowa gae a lapile shem o no mmona gore o jele half kop ya mma mkhondo before a dlala,negative,multi,
@user bona o pila byang,positive,Sepedi,
@user motho wa hao is giving you peace,neutral,Sepedi,
@user @user so to men have paid lobola for her yoh bayidlile bo imali it thats the case,negative,Sepedi,
@user @user wena where you gonna give it back,neutral,Sepedi,
@user  letsoai lao bolaya wena,negative,Sepedi,
mara da bowa haoowa go busy busy bophelo ke ntwa,negative,Sepedi,
@user ke bala scripts at this hour,positive,Sepedi,
but ke sunana ga 1 mo ngwageng yaka ke sunane maloba yaana ke emetse next year hela yaanong,negative,multi,
@user aowa at this point re lapile shame,neutral,Sepedi,
@user ke phela ka tsona,positive,multi,
@user bathong o kgutla neng,positive,Sepedi,
@user aowa nkase tlwele bashemane steal my shine,negative,Sepedi,
@user eseng paniki o le tagwa chomi,neutral,multi,
okare modimo aka nthusa ka phelela bana baka,negative,Sepedi,
good morning pretoria happy blue monday,positive,multi,
@user mathata ke gone go tlwaela le go itebala,negative,multi,
mara o rele o rata marago thata thato ebe a re have you ever considered therapy for your addiction i died,positive,multi,
@user hai tulz yena he is always on a mission no rest shame,negative,Sepedi,
@user@user hey wena ke busy le batho ba dudula,negative,multi,
@user which mothaka heleletsa story le wena,neutral,Sepedi,
@user what about rena mabacanner sesi,negative,Sepedi,
@user  hahahaha ko swara ka letsogo for laughing,negative,Sepedi,
the way i dont trust menle ntate matekane kere feela se re tla bonahobane when theymen emba papa ss and dissapoint youthey make sure,negative,Sepedi,
@user are bolele nthwao phela e serious re ira bjang yellow is better than gold,negative,Sepedi,
we have had a lovely week and we hope to see you on monday if you have any questions we will be back online on monday however if there is anything you need over the weekend call us on 11 305 192 ryan l social media manager,positive,multi,
@user hunk e dirile tiro  papa ,negative,multi,
@user @user ha o tsebe monate o mooe monate lesapong,negative,Sepedi,
@user ka lerato leo my sweetheart,neutral,multi,
o letse o lorile eng monna,positive,Sepedi,
@user yes or else otlo ja mabele ama raw,negative,Sepedi,
@user when dey talk no write like this me dont comprehend what dey wrote anyway let me mind my own sabi and play kainama i be dancing naa enjoyment abi,negative,Sepedi,
no ways o rekile le microwave daar,negative,Sepedi,
@user lerato mara that trauma bathong,positive,Sepedi,
@user  nka hafa ke sa dire selo,positive,multi,
@user ba re o setulo coach anyway well said my couch,positive,multi,
@user @user the guys at @user were right on that codes episode women dont care about the consequences of doing such at that time bana ba around,positive,Sepedi,
@user hete ke bone ba bararo,negative,Sepedi,
@user  kea leboga mmata waka,positive,multi,
@user kgane how is it julius fault that a victim opened a case against a terrorist,neutral,Sepedi,
@user i know lala i have an outer body experience,negative,multi,
@user le rekile kae mapaku,positive,multi,
@user  le phela le mpolaisa ditshego tlhe,negative,multi,
@user so wa lalela or wa gatisha,negative,Sepedi,
@user@user e bile ke o utlwa menwaneng ya maoto,positive,Sepedi,
nna sekgowa seng borela tsona tse,negative,Sepedi,
@user we dont drink to get wasted this way aowa bafo theres no need to dash alcohol with alcohol,positive,Sepedi,
@user a ke tsebe nna hey,positive,Sepedi,
hello everybody hope you all doing fine have a super awesome friday,positive,multi,
go thata nyana mo big brother,negative,Sepedi,
@user ke raa gore o tshege kgang eo o hole e seng go ntirela matlho jaana on a serious note,negative,Sepedi,
@user lenna kerr ebile ko latella ko ntwane,negative,multi,
@user ngale nkukhu ngithi phuma moya,negative,Sepedi,
@user  hi jika tsena laa,negative,Sepedi,
@user yeap but thato is the best for me,neutral,Sepedi,
@user a ker je dilo tseo nna ake batle go pretenda shem,positive,multi,
@user ke rumani that gv you that smile ntate moholo,negative,multi,
@user @user pedi man once said okase,negative,Sepedi,
@user@user @user ntse o le gonao tla ntia kganthe ko nyaka le bo motubatse  ka moka ,positive,Sepedi,
@user  etswa ho nna le mr more,negative,Sepedi,
@user go lokile tshepo le rona retla tsoga next to batho soon rabo re dumediswa sente,negative,Sepedi,
motho phofolo etsebang ho e kama moriri phofolo etsebang ho e penta manala thuso motaung,positive,Sepedi,
@user botshelo gompieno o rwele sekhukhu se ntseng jaana,negative,Sepedi,
khiba te le tona di uta mebele ya rena marn ge e se khiba ke mothuhlwana,negative,multi,
@user  si ni wewe uliwa snr advisor wa kijanaaibu tupu bana,positive,Sepedi,
@user e re ke itlhome fagongwe le nna nka thusega,positive,Sepedi,
@user wena you dont like reece shem ke sono ka wena,positive,Sepedi,
happiest birthday to you ntate single braai may you have blessed one modimo a go ekeletse,positive,multi,
today its saturday and that means its that time again to,negative,Sepedi,
@user and wont take a video haa aowa,negative,Sepedi,
@user ga ke happy ka sona mmata ai,positive,Sepedi,
@user and nowadays ha ho sana bo pompo tsane tsa metseng most people are now using wasco taps,neutral,Sepedi,
@user an ke nnete brayaka,positive,Sepedi,
@user @user since a rile her heart skips a beat ba mo loile o shemm,positive,Sepedi,
@user o raa gore o bata go tsama leng tsalaaka,positive,Sepedi,
@user ke dirile eng jwale,neutral,Sepedi,
@user as long as wa mathomo re ka mo epela lebitla,neutral,Sepedi,
@user ebile ne o itse se xhosa ne go le maswe,negative,Sepedi,
maybe slade sa batho se robete,neutral,Sepedi,
nna ke hoster ka di 28 maymo gaboronedanko,negative,Sepedi,
@user @user ka nnete akere le nna ke yalo,positive,Sepedi,
gare ke mo mejemong motho wa modimo,negative,Sepedi,
@user sore throat and runny nose,negative,Sepedi,
kana rona ba category eha go nna marunyana ithele nkae re banteanywhoke rekisa di iphone and its accessoriesha se preorder makgoasame day deliverypayment after o bona product ebile ole happy 12months wa papa nty,negative,Sepedi,
@user batho ba bolela yeses lol,negative,multi,
la bona playing hard to get e dirang look at shoki now a whole step mother between two minutes,positive,multi,
@user ke a leboga gorgeous sis,positive,Sepedi,
@user @user la thoma akere,negative,Sepedi,
@user @user aay ker ngizofa phela,positive,multi,
exhaustion e reng mo ngwaneng,neutral,multi,
mare gatwe putin ke a bully,negative,Sepedi,
ke leboga modimo for letÜatÜi  la lehono,negative,Sepedi,
@user @user minister a se morati wa kgwele ya maoto wa pretender di man,negative,Sepedi,
motho o maka o ntena gore motho a bue maaka ebe sale a dumele maaka age gore ke nnete yeey,negative,Sepedi,
ke dumalana le ba ba reng petrol ya these days e tshetswe metsi,negative,multi,
@user omg i remember this they were all shocked alex yena,negative,Sepedi,
@user nna or yenamang onyetswe ke le china,neutral,multi,
@user re tiisa le lapa,negative,Sepedi,
cynhesu o 9 ar @user a dim ond viva gareth bale,negative,multi,
@user nna ke batla ho bontsha how much we wait with make up n then motho abasa pitch lol its not always how you think about it,negative,multi,
ma homecoming a etsa thata,positive,multi,
@userkmele ayigqoke noma sonke sesiyiyekile uyasiphoxa phela ubafo,positive,multi,
@user mina ngazi kahle ukuthi ungabuya nayo,positive,Sepedi,
@user ya jangan sampe aja malu ketemu anak ca pas si rl gw aja kalo ada yang ngerep eh kok mirip orang yang gw kenal ya itu aja gw udah ketar ketirr,positive,Sepedi,
ami faku mhle ke lo lala she should be my valentine for 2023 somara @user,negative,multi,
@user  phela prayer was never about fixing physical problems but it just heals the soul thats where yall get lost if u want success u gotta work for it my darling prayer wont get u a job nana sorry to burst your bubbl,positive,multi,
@user happy birthday my leader hope you have a wonderful day and all the best blessings for the future,neutral,multi,
@user taba tsa lerato motaung,positive,Sepedi,
@user  re tlo bona then,negative,Sepedi,
wena o bolaya ke pate shem kedi shitti,positive,Sepedi,
@user aowa were taking her she doesnt have a choice,negative,Sepedi,
@user lona mara le jwang pta daar,negative,Sepedi,
iyoo motho o rekile veuve waitse luther wa seba,positive,Sepedi,
@user @user yhoo ai a e name tsa thaba,negative,Sepedi,
@user bomma will never be approve,positive,Sepedi,
@user ntate modise wa ko kerekeng,negative,Sepedi,
ke nna motlogolo wa malema all the way from limpopo seshego but nna a senna le politic kea rapper,negative,multi,
@user homeanyway abuti enoa a pela hao ekare aka ntshoanela hore,positive,Sepedi,
@usernet o tlo mpolaya ka that video,neutral,multi,
@user @user have you watched channels tsa baruti bale ba di miracle when those people speak on camera about moruti exactly like this guy and ke papa motho shame,negative,multi,
@user le morithi wa fisha,negative,Sepedi,
@user ee ene ga a kgakalahe easily gets frustrated,positive,multi,
so ko bona neng how about you try when can i take you to lunch ge o tshwere ke tlala kgopela o bolele pila,negative,Sepedi,
@user mxm o jesa team castle light ke wine go simolla leng naare ga o itse go reetsa ditaelo mofine motho le wena mofine,negative,Sepedi,
@user @user aahh zakes admin o emela re mo kgopela,neutral,Sepedi,
okare go tlo ba monate,neutral,multi,
@user @user me too after i blanked out from this belgravia gin then someone introduced me to royal flush ay ngincamela yona or thankareyy e orange savilla,positive,Sepedi,
taba tsa hao di boima ngwanaka,neutral,Sepedi,
@user mo o bolela nnete mokone,neutral,multi,
@user bare menwana eo mo avi ya gao ke yakake lehumo,positive,multi,
@user bloem ho bona ke 2nd ave,negative,Sepedi,
@user lesa lebala go suppota bana ba nyena banna ntse le nkga menate jalo look for those you denied,positive,multi,
lovely evening @user mabopane shisanyama,positive,multi,
@user bathong abo ke tshela ka eng yaanon nna ke palama 1 in a day or two,negative,multi,
@user sesi ntho tsa rona,positive,Sepedi,
themba thinks he has won voters swabisang motho o,negative,multi,
@user khelek batho ba e tsoafang ha ke tsebe ke reng ka bonadaeden e betha hantle joale eaowasa,negative,Sepedi,
ga re tshabe ntwa re sa ya go khutsa re tla boa gape ge le hlaba,neutral,multi,
@userhe will never insult akas parents cos he knows street fight tlabe sele on and gabatle ntwa esenang melao cass o tshaba go ragiwa feil o nyaka go lamolelwa in time if he looseslegw,negative,Sepedi,
@user di go lomile akere,negative,Sepedi,
@user @user sesotho se re monna ke selepe wa kadimisanoa,negative,multi,
@user bible ya go tswa kae e tlile le mang e ngwadile ke mang i dont do church,negative,Sepedi,
plane ke gore ke doche ngwana yanong gagona tsela engwe or ke mo pepe ke tsamaye ka ene,positive,Sepedi,
@user esele tengwell so i hearf,negative,Sepedi,
@user akere kae rekisha phela di dae e nyaka one le upstairs nyana,positive,multi,
emisang go seka seka matshelo a rona le tla swa kana ijak,negative,Sepedi,
@user  ngiyadelelwa struu i must stop watching 1 qualifying ngizobukana nabo vhomakhado women are trashwangi nyontsa sjoe uyangikuklwa wangi nyontsa ht,positive,Sepedi,
@user weso nthwe ke mathata ha o sa hlalefa,negative,multi,
@user aowa wena geole pila byana,negative,multi,
@user hahahaa a parked car ebile its on handbrake,negative,multi,
@user tlake go tsenye nose piercing dah very veryaowaap,positive,multi,
@user di etsang dichomi tsa rona tsa ma 191,positive,Sepedi,
@user @user he is going to ignore your question leka hela,negative,Sepedi,
@user kae bona taba ye,positive,Sepedi,
@user @user le hlapile gents,positive,Sepedi,
@user @user im saying no on her behalf kgale a di bona ngwana batho,negative,Sepedi,
did melita honestly think that she could hide on the side of the bed,negative,Sepedi,
boo waitse batho ba ba re twaela gape,positive,Sepedi,
@user bona ngwala will once,negative,Sepedi,
@user aowa we are talking about big teams here,negative,multi,
gotwe le rutegile tota ibile le itse le sefrench,positive,Sepedi,
@user happy birthday o gole o gole,negative,multi,
@user reka mo o tla bona ko pele,positive,multi,
dumelang tswana betsho lo berekile jang monongwaga lware mosupologo re a theogela ha se gore @user kana @user ba re tlhatswetse kgang ka boikokobetso,neutral,Sepedi,
@user eish askuus ka lebala nna ke old mutual,negative,multi,
@user a re lebogeng go fihla ga jeso,positive,multi,
@user bophelo ka nnete a bona formula,negative,multi,
o ka nya ye ke tlu enamela ye eyy sesi i dont ake bolele le wena ke bolela le monamedi nyo yaka she i need that video prompt,negative,Sepedi,
@user @user dilo tsa leng,negative,Sepedi,
@user zama toropo tse dingwe,negative,multi,
@user aowa geo le mpeteng gae na bothata e gana geo tsogile nagana osa namela lliri namile yaba gore o swanela kego kanama agona gore o ka loka wa bona,negative,Sepedi,
haikhona man hobaneng re ja melala ya kgoho ha hona nama moo,negative,Sepedi,
