sentence,Final_labels,predict_name
@user hantle haholo etlameha ebe ke rona ba eang mono ba bakile li kuku re tsetse li tee ka li flask eseng ebe motho shoeletsoe joale o tlo re fepa hape,negative,Sesotho
mothowaka o motle fuck,negative,Sesotho
@user @user damnbestieu no ntso etsang hae,negative,Sesotho
hona ke ho theta mafika @user empa ha ho khang well deserved,negative,Sesotho
@user nahana bloem is the pits,negative,multi
@user go bata dihe,neutral,Sesotho
@user our women since masomalia a fitlha alefa di airtime gale sa tshwareha,negative,Sesotho
@user @user ha ori bruh ora hitting her like that ho hantle,positive,Sesotho
@user well done champ thuso,neutral,multi
@user ee thata kentse kego lebile hela yaana ke ipotsa gore a o bata go itebatsa,negative,Sesotho
@user @user lena le nahana all men are evil yet that lady has not said anything about fearing for her life at the hands of the husband mara le busy,negative,multi
@user @user @user @user hi lover rona makhosi hlathe e lelekisa tsebe ba bapetse hantle ke kgotsofetse ba bapetse ka menyetla hle shapa khosi shapaaaa sandile komphela@viljoenskroon,negative,Sesotho
@user @user @user kgane why le phela le letsa dikoΓö£┬╗Γö¼Γò£a tsa se zalwane naarekopa di pina tsabo kenny makwengronnie sathekgemakgarebe le ba bangwe since ntwe ele gospel thursdaygospel is for all artists not for bazalwane fela,negative,Sesotho
bo ganana ba mantaga ke bone tlheng bo lekeng tlheng,neutral,Sesotho
ntate thusoΓö£┬╗Γö¼Γò£s today is basically saying ska phapha,neutral,Sesotho
@user le qadile ankere,neutral,Sesotho
because ha ke hlanye kelello yaka e sebetsa hantle tje,negative,Sesotho
they might as well give the trophy to sundowns rona re tla bona next year maybe go ka nna le nko e tswang lemina,negative,Sesotho
ke nahana le go mofa ditsebe tsaka ke utlwe ka yena,neutral,Sesotho
i think i was so focused on making sure that i was hearing the right name joale ke lebetse na ne ntse ba re o etsang,negative,multi
@user its ke tseba profile ea hao eseng oena for me ba re hao tsebahale joalokaha o nahana,positive,Sesotho
@user there is a lady o itseng go away tlhako le leleme kako mogoditshane ke tlaa go isa next weeksummer bodies and abs must fall,positive,Sesotho
@user feela ha u shebile ke mang a ka etsang mosebetsi o motle lwkaleng leo,negative,Sesotho
@user @user @user @user kea leboha haholo morenaka,positive,Sesotho
that means u are also receiving imimoya of those12 ppl and whenever you are intimate you are actually having sex with13 different ppl at the same time and they manifest differently and you will think heshe is flexible kgante itΓö£┬╗Γö¼Γò£s jane not martha or not ruth or lesedi imimoya,negative,Sesotho
ntate mokhothu hakeso utloe a bua ka nsdp2batho bana ba pela sam ba nahanne speech sena hantle,positive,Sesotho
@user not all of us hle resa hlapeng hantle asomblief,positive,multi
you see procrastination pula ke ye and i havent prepped ko masimo go bata trr to sjapi this weekend,negative,Sesotho
me mamosala o re ka m200000 eo a e hapileng o tlo e tsetela ebe o phelisa eena le ba lelapa la hae ka tsoalauena ha u so le mohloli oa chelete e kaalo u ka etsang ka eonasmsΓö£┬╗Γö¼Γò£a lentsoe win ho 52077 hore u iphumane u le monyetleng oa ho hapa,positive,Sesotho
@user u motle hofeta,negative,Sesotho
yho ka chelete ya mang,positive,Sesotho
@user @user o phela monate waitse rena ba bangwe re bolaya ke Γö£┬╗Γö¼Γò£vinki vinkoΓö£┬╗Γö¼Γò£,positive,Sesotho
utlwe motho ba mo shapile ka stena Γö£┬╗Γö¼Γò£Γö£┬╗Γö¼Γò£plus he canΓö£┬╗Γö¼Γò£t get it up anyway Γö£┬╗Γö¼Γò£ smh,negative,Sesotho
@user o tsamaile hantle waka,positive,Sesotho
@user @user @user empa batho ba kopile ba le bangata and he chose you,positive,Sesotho
@user re boka lebitso lahae empa,neutral,Sesotho
gorata and i will call each other because were not used to being apart pleasekamoso ke tlhaba key ka 4am kea lapeng ko go gee i cant breathe away from my her,negative,multi
@user nahana ai nka seke shem anyway each to their own,neutral,Sesotho
@user maybe empa malana a pheuoeng ke motho e mong im thanks,negative,Sesotho
@user @user doesnΓö£┬╗Γö¼Γò£t somebody already love you you arenΓö£┬╗Γö¼Γò£t supposed to be hereΓö£┬╗Γö¼Γò£post tse ke tsa rena soh,positive,Sesotho
app e tletse bo judge judy tlhe yeses,negative,Sesotho
@user haholo vela wale leho kora oa kora,neutral,Sesotho
@user ware re ba dire jaana ba ba sa itseng go thuma,positive,Sesotho
o utlwe lerata kaho mohaisanehaofitlha ke ngwanahao o khibela lamunu,neutral,Sesotho
@user @user wena le mang nka bitsa jeso ata go emisa lefatshe,negative,Sesotho
vote for boikemelo kganya and stand a chance to win 2000,positive,Sesotho
white people thereΓö£┬╗Γö¼Γò£s probably some bacteria on your hand black people chelete ya tsena eskhale,neutral,Sesotho
ne re jaiva okare lefatshe la fela and ne le le 5to,neutral,Sesotho
@user lol o etsang mare,positive,Sesotho
@user ngwao ya lona e itseng ka di range hai suka,negative,Sesotho
@user ooh ke lebetse akere because no one o etsang jwalo,negative,Sesotho
@user yoh moya wa teng wa bata,negative,Sesotho
@user etatetse hore reshweo motle hore on you pp my love,positive,Sesotho
ga ke la mmona tell him re shapo ka motivation tsa mjolo re batla chelete and hurt him yerrr,negative,Sesotho
@user @user @user @user @user o motle bbe congratulationss once again,positive,Sesotho
@user facts rena rekase loke lefatshe la di Γö£┬╗Γö¼Γò£category bodyΓö£┬╗Γö¼Γò£ le boima,positive,Sesotho
@user @user insulted the last time i checked i wasnt the one spewing insults empa hee kea kokobela,positive,Sesotho
stop being obsessed about khabazela wena thuso,positive,Sesotho
moetapele eno oaka le mobehe hantlelets all prepare for changeas much as its good it has a very negative impact on cultural diversity,negative,Sesotho
@user @user he even slept in bloem friday he was there thuso is obsessed with mumbo,positive,Sesotho
@user ke hopola hantle,positive,Sesotho
@user @user @user haholo actually,neutral,Sesotho
one wing in utlwe gore blood pressure just went up,negative,multi
@user @user empa akere nna ne ke ipotsetsa feela na ke nnete,positive,Sesotho
@user @user taba eaka moteng ke hore haeba hona le bahlanka baneng ba kentse chelete eo ka moo ka bo menemene hore batlo ikhapela eona harea lokela hoba lesa,neutral,Sesotho
@user rata fela otla bona ko pele sis,negative,Sesotho
@user @user elegore ba teng batho ba etsang jwalo vele mara,positive,Sesotho
@user @user haibo thuso ehhh straigth to lindella once,positive,Sesotho
to think iΓö£┬╗Γö¼Γò£d wake up ka bo 4 ke fitlhela space sa ga musa se le on,positive,Sesotho
@user u tla etsang choymie,neutral,Sesotho
watching the woman king 2022ft ms thuso mbedu according to her interview on the daily show with trevor ms thuso mbedu ari she did her own stunts not throwing any shade mara if you do you own stunts as an actor that means you have reached another pinnacle of dopeness,positive,Sesotho
ricardo goss o tletse ka metlae,positive,Sesotho
bana ba ga ba tsebe gore phamokate ke eng era gore ditaodiΓö£┬╗Γö¼Γò£o tΓö£┬╗Γö¼Γò£a phamokate di feletΓö£┬╗Γö¼Γò£e ka rena,negative,Sesotho
@user kea leboha empa ha ke nwe coffee,positive,Sesotho
@user @user re qetile kannete se ntse ke qetela tse matsohong feela,neutral,Sesotho
@user chelete ke makgonatsotlhe,neutral,Sesotho
@user hantle jwang wena wa neng,positive,Sesotho
nako enngwe nke o tseye nako o bolele le motho o bareng wa kganya ona le mona o nyatsa batho or o phelang o utlwa dilo tse mpe ka ena o fitlhe o bolele le ena and dont say a thing about what you heard or know youd be surprised batho bakao hloisa motho o senang kwaal le you,negative,Sesotho
nka sala joang morena a etanke kebe ka sala tseleng,neutral,Sesotho
@user @user ah nna ke bona go tshwana kgalalelo most ya bona only looking for money mo rona so ako o mpolelle gore o mo lobola byang ka chelete e e tswang right thru at least he a ka bereka then ra thusana in building,negative,Sesotho
@user @user mara ke nnete le nna ke na le go ngala basadi ge o bata and go sa tlhakane niks so i understand,negative,Sesotho
style sena sa ho kenya batho ebe lea bantsa se pele haholo,negative,Sesotho
@user @user o motle jwang my baby,positive,Sesotho
@user lol ke nahana after 2 hours sitting at a restaurant wa bona noor this guy is not coming anymore hey,positive,multi
last chancekhosi fam hauweng fnb stadium for the cup match against amazulu Γö£┬╗Γö¼Γò£ to stand a chance to win four tickets tag your fellow @user fans that you want to attend the game with and use @user tamp,positive,Sesotho
@user ke lelaletsa mahlo aka dithabeng thuso yaka etlatswa kae,positive,Sesotho
oh jeso lefatshe la fela,neutral,Sesotho
@user u tsebe nentse ke ipotsa na ebe u ikutloa joang autloa heleeek,neutral,Sesotho
ke nahana ke kopa ho kolota liborene ketla lepatala ha salary e smaetse,negative,Sesotho
@user ke bo fumana ka mora nako e kae,negative,Sesotho
@user yesss you are responsible enough hey that is just a reminder fela e tsohang hoseng eja diboko tse nonneng i like it haose o kgutla boikwetlisong ba tennis,positive,Sesotho
@user empa o boletse hore mmuso otlo nka mehato ho lokisa boemo bona emeng ea ona ke to centralise government procurement re tseba hore she said nothing year you knw whats different this time it was painted in black and white for everyone to see,negative,multi
@user o robetsi joang,neutral,Sesotho
o kgona go ithela ele kgang ya kyc nfana abo a tsena mo live accusing dis,positive,Sesotho
@user buwa ke mametse,neutral,Sesotho
@user @user thato please donΓö£┬╗Γö¼Γò£t tempt meΓö£┬╗Γö¼Γò£ ntlogele ke go tshege fela,negative,Sesotho
@user ha kena monyetla business,positive,Sesotho
@user nuot 8 kgang in simple terms,neutral,Sesotho
@user ke dumelana le wena,positive,Sesotho
@user empa ke nnete,positive,Sesotho
@user @user @user @user le @user madume moifo kele mametse 899 kele matsatsing lapeng bfn,positive,Sesotho
lehasa le pretty ba re etsang kante,neutral,Sesotho
@user nna ka dumela hauweng,negative,Sesotho
o etsa dna test after 7 year ba re ngwana a se wa gao o utlwe di kidney tsa gao di duma mmeleke,negative,Sesotho
@user nahana yho aii wa bora ngwana o,negative,Sesotho
@user ao nnyaa tlheng,neutral,Sesotho
@user @user @user chee ntate nna ke moepi le moetsi wa setene sa gauta feela masepa ke a fofonela ale hole haholo jwang ese Γö£┬╗Γö¼Γò£ka,negative,Sesotho
ke tswile hoseng1000 ke lo reka di chips ke hona ke kgutlang ke december or dintshang,neutral,Sesotho
@user @user go a bata nje today,neutral,Sesotho
kopela o fokotse letswai da span my sister,neutral,Sesotho
@user nna se ke lebetse ha u sa nkhopotse ke tla khetha ba haeso ba chesang liaparo,negative,Sesotho
le rena le nyako o ba gona mo industring,negative,Sesotho
@user bashimane ba lapisa tlheng,negative,Sesotho
@user go siame kgaitsedi,neutral,Sesotho
@user who is bullying wizard batlo ntseba hantle,negative,Sesotho
me Γö£┬╗Γö¼Γò£khali when did you brew this coffeekhali Γö£┬╗Γö¼Γò£ekseniΓö£┬╗Γö¼Γò£me Γö£┬╗Γö¼Γò£please brew a fresh pot selilimbi leliΓö£┬╗Γö¼Γò£khali Γö£┬╗Γö¼Γò£haibo cc akusho lutho when i brew letho yenu ihlezi iyimbiΓö£┬╗Γö¼Γò£ guys iΓö£┬╗Γö¼Γò£m sitting down drinking my coffee,negative,Sesotho
ke qeta ho bala palo ea li resignation tse ke li boneng this week ha ke nahana ho lula feela ho jwang,negative,Sesotho
@user @user @user @user wa bona hore o fostuwe onaha se motho le batho batsho,negative,Sesotho
@user @user atleast now you finally acknowledge that she had a peakrock lefatshe o a lla moni fere el musica and beautiful vibrations were hits she won samas and metro fm music awards at the peak of her career,negative,Sesotho
quit porn jwang re sa dule le batho ba rena,negative,Sesotho
@user ke leboha ha holo bromokotlo oaka le molala li a opa empa ha se ka tsela empe hoba ntse ke khona ho etsa everything fela ke bona eka ke hloka ho isoa phororongha se tsela ea ho ba le bo malimabe ena,positive,Sesotho
@user taba ea ea hore khetho ea hao ke lekunutu ene e felle kae tk empa heeee ha kere ke bona ntate shao,negative,Sesotho
batho ba etsang bacardi o kare ba rata bana ba sghela,positive,Sesotho
@user @user @user ke bona ba tsebang naa batla ba sheba joang,negative,Sesotho
@user ke tjena feela hake nahana re batlile re busoa,negative,Sesotho
@user hamonate joangneke bone potential e kholo hore hao ka tiisa hantle oka emela naha,negative,Sesotho
le bana ba nyaka pocket money tjheleteng ya mang tlheng,negative,Sesotho
@user ke kena ka 8 dnt worry ke tlo bo fumana nou hape,negative,multi
@user whoever it was must be related to the ruling party coz o jele chelete with no service delivery,negative,multi
@user nnyaa ee nkae itirela mo lapeng ka microwave,positive,Sesotho
ke bata tutorials tsa taking pictures and an iphone13 pro maxanyways october dump and shit,negative,Sesotho
@user ke eona tsela eo u hlalosang mosebetsi o oa phethahala ua bona hobaneng ke ne ke sa hlakeloe joale e be ka ke mothonyana ea hlooho e thata,negative,Sesotho
@user please translate it to british english nna ga ke utlwe,negative,Sesotho
why ke nahana ke pidisi for getting horny,neutral,Sesotho
@user u etsang ka eiti ea bosiu kantle ntate u robala kae hobane ka tlung teng hoa chesa which i am sure ke le leng la mabaka a tla u isa kantle ka eiti,neutral,Sesotho
ho tlameha ho na le satane engoe e creative honyela lmps maane a hiretsoeng ho tla ka li scenario tsa li filiming hlooho ena e tletse masepa feela u utloe a sa re bana ba bolaile mmabona ka kharafu eaba mali a qhaphaletsa leterase and nothing else re kene kahare,negative,Sesotho
@user kannete re hantle hampe,negative,Sesotho
@user mara banna ba le etsang,positive,Sesotho
o ba jela chelete,neutral,Sesotho
@user ka ipotsa le nna gore nako tse o batlang mo lapeng,neutral,Sesotho
@user ba ba bata expulsion ba,positive,Sesotho
