text,labels
faka yonke neh≡ƒÿà ,positive
star 07 ngempela ≡ƒÿè ,positive
"mysonne kingbishop1st and u think i want it and really i can see youΓÇÖre not educated i said small dick energy tell me if u donΓÇÖt understand iΓÇÖll explain that to you, even you exposed yourself ukuthi really thatΓÇÖs what u have ≡ƒÿ╣≡ƒÿ╣ anyways have a great day ",positive
kunendlela zoyibamba inkomo ingenzi empumlweni uyifake iminwe iphume negazi ngeke yenze imanela wena uncedise ngendlebe combining counted uyipetye intamo angeke yenze inyawo laku right ngemva ulubophe nelaku left ngaphambili ,negative
the cook ≡ƒñú≡ƒñú≡ƒñú≡ƒñú≡ƒñú fiks qhubeka dali we love it here ≡ƒñ₧ ,negative
"haibo, kanjani manje singathandi imali siyophila njani ke ",positive
ngicela ukubuza kwi coparenting uya condomiser yini feelingsilly≡ƒÿé ,negative
"khohlwa, do not lie to yourself ",negative
uhlale ubona iydudlaΓÇªbuka manje ,negative
true inganekwane litty ,negative
mina ngilunge kangaka ,positive
fedixm manje ukhalelani ,positive
re tshela mo metlheng ya bofelo ≡ƒÆö ,negative
umnyango wasemall ≡ƒÿé≡ƒÿé ,positive
lento yokuthi beter ngathi angeke sebenzele kudingeka utshwala manje ,neutral
"tmgubhela khuluma ngcolosi, ngilalele ≡ƒæé≡ƒÅ╛ ",negative
"gama if udinga ifleet management, thinta mina ",negative
went awards ceremony izolo fod reserved certain tables area load sheding chicken licken closed ngilale ngilambile ≡ƒÿ¡ ,negative
inkinga nikhetha abawrong suke nigijimise osatan≡ƒÿê≡ƒÿé≡ƒÿé≡ƒÿé≡ƒÿé ,positive
let the rain come pula iyeza imvula ,neutral
umtu wakhona akwatele ukuthi ukukwatisile mxm ,positive
sense bok ignore ikhona intho engekho right lento ,negative
khohlwaΓÇª mr peps ngwana re tsamaye ≡ƒöÑ≡ƒöÑ≡ƒöÑ≡ƒÜÇi donΓÇÖt even bother going to the stadium these days because there arenΓÇÖt players like steeeeeeeeeeeeeevvvvvvvvvvvvvveeeeeeeeeeeee ≡ƒöè ≡ƒöè≡ƒöè≡ƒöè≡ƒöè≡ƒöè≡ƒöè ≡ƒÅƒ∩╕Å ,positive
elethu lets yoooh ≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡ khohlwa from a young age i grew up hating kaizer chiefs ≡ƒñú≡ƒñú ,negative
sbwl isamba for my skin ke manje Γÿ╣∩╕Å ,negative
kmele nazi ukuthi nisahlalelwe ukthenga nokgqoka lezikibha ngenkani ≡ƒÿÇ ,positive
atached oficial fuck relationship ngoba ninenkinga ngempela manisaba iphoba kangaka mina ngaliwa ngenxa size omkhulu ngyazifela ngekhekhe ≡ƒÿö kuthiwa ngyayiqeda inkomo ≡ƒÿ¡ ,negative
tjo cabanga ingibulale ngyiΓÇÖ1 anever≡ƒÿé ,positive
"za kumuncu aphai havent paid for the dstv in 2 months,so people are sideeying meaibo i have school to attend to manje ",positive
lol this app though no congrats anazi yini ukuthi a beautiful man is a cow ≡ƒñú ,positive
kakhulu kodwa ukube ngangamzulu ngangaba yini ,positive
superman umlandeli webhodo eliconsa amafutha ,positive
"awungiphekise ngeappearance emshadweni wami, lol ",positive
cheating means thing bakithi disrespect especialy kumuntu oziphethe kahle ,positive
"mabesbona basthatha kancane, mesenza ngenyindlela basbiza ngeylima≡ƒ½á ",negative
uyayifuna ipink water khona year uzongimema emshadweni ,positive
"sabcnews it means okwamanje , umzuzwana nje , for now , in the meantime ",negative
so far no sa citizen has been reported ukuthi ube kuleya ndawo ,negative
hebannnna guys come see this ≡ƒÖå≡ƒÅ┐≡ƒÿ▒≡ƒÿ│ girlstalkza beyhive inganekwane nota eastencape bavuma ,negative
church and bond with family okunye amanga ,negative
nina nedelela kangaka nje yingoba asisashayani ngoba seniyabophisana yingakho izwe linje kushoda induku ,negative
nomji ikhona yonke into kula gym yakho makhi ,positive
"a signing of the season,makhaula is a complete footballer that can take control of the whole situation at the back amp i would make him a captain from day 1 unlike when we signed siya kolisi instead of tyson hlatshwayo from wits,with lorch,saleng,ndlondlo,bucs will lift trophies ",negative
lutho iskhath besisekhahle ngifike espan 6 minutes late ,positive
ngicela kuzokukhipha ameva mlomomnandi ,positive
"inkinga nivele niqimbe donald, ngeke mina ngidlale izingoma zendoda eqombile ",negative
sbo508 bati akasmele kancane ,positive
m rb inganekwane ,negative
"jabulujule jabulujuleayanda melansifm hhayikabikulabantu basegoli ngobuningi babo laba base africa abavele bathimise, bakhagule amathe phansi maqede bangaboni phutha kuloko, awu lutho amahloni sicela bawuyeke lomkhuba ",negative
"undlambe karharhabe igorha lemfazwe, inkosi eyalwa nosomerset wakhokhela amandlambe, imidushane namagcaleka kwidabi lamalinde apho amabutho kagqika ekhokhelwa ngumaqama ahh jongmsobomvu oyiswa khona namhlanje kuhlekiswa ngaye, pewu madoda umkhombe ubhembesile kukude phambili ",negative
mathatho aldrinsampear ngithi labantu abadlwengulayo bakhuliswa omama iskhathi esiningi ngoba obaba abekho maybe izinto ezinje ezenzeka kubo bekhula hleze kubaphazamise emakhanda now ngitshele ke wena uzwe kanjani ,negative
ukhozifmwnb ngbingelele ngobe ngicela ukukhuphuka ngomfwethu ucabangani ngema oshayela iskwele esisuka ehlanzeni eqhudeni eya enquthu edolobheni ushayela kahle lomfwethu tshatha ngobe ,positive
luhlemnyandu awuzame ukwenzenjalo ngempela mntaka gogo ,positive
brian qhubeka ungithandeΓÇª you donΓÇÖt need to post me to prove that ,positive
la madada awabikho xa kuselwa amanzi thats what ive noticed ,positive
keletsomss ≡ƒñú≡ƒñúΓÇª ufuna ukuthi yinkonkoni leli nkosazane ,negative
"ngeke benze lutho laba, i donΓÇÖt bother myself with them ",negative
indumiso ngisehilbrow mina ngicela ukudumisa nebandla engikulo isambulo apostolic church in zion ealexandra 20th avenue ngiyabonga c fm ,positive
hamabra never yonke into ime ngomumo ≡ƒñú≡ƒñú≡ƒñú≡ƒñú≡ƒñú≡ƒñú≡ƒñú ,positive
"boze bangene eshunin zalo, kancane kancane ",positive
"usichatha simile ngempela sa presidencyza you better admit that eskom will never ever manage to provide us with power, going back to old days style using firewood will be much better, our phones we will charge them on our cars cut power 4ever ",negative
babesagcwele insila yelembe bafuna impi ebomvu empeleni uzulu akaze anda ngamazwi ,negative
umenzeleni kangaka ,positive
"amtjela kutsi azame kubeka ngesizotsa ngakusasa kwafika incwadzi lebhalelwe nxumalo imatisa ngekushona kwagogo wakhe wabita emadvodza maseko watsi bonkhe labanabogogo abasukume, wasukuma na nxumalo wase uvakala maseko atsi hlala phansi nxumalo, sewute ",negative
shana alrighty umsebenzi shall be done then ,positive
kancane kancane uyavela yena≡ƒÿé≡ƒÿé≡ƒñú ,positive
"official kuningi, matebeleland is not valued, yonke into yenzwa yimigodoyi yempumalanga ",neutral
"capitecbanksa my number one bank,ive been with them for more than 5 yrs no complaints happy client≡ƒÿü ngicela utao ≡ƒÿü≡ƒÖÅ ",negative
≡ƒñú ngena phakathi ufunde kahle labantu babhala kahle udaba uvele uhleke usangena ,positive
kuyasiza ukuthula kwesinye isikhathi ,positive
ngempela futhi ≡ƒñº ,positive
heeebn ≡ƒÿ▓≡ƒñö≡ƒñú bro tumza wa di tshela botlhooooko≡ƒñ₧≡ƒÅ╜≡ƒñú≡ƒñ¢ ,negative
amazulufootball all the best bafana bakithi ,negative
i cant wait for iskhathi samie ≡ƒÿö ,negative
cela nigasithembisi amanga keh because adawise like suicide ,negative
"lesedi melvin like, its very concerning kancane kancane zulu people this, zulu people that aybo saze savelelwa ",positive
thando utye ngaphandle kwakhe now uqumbile ≡ƒñú ,positive
so lehasa will spill the beans every 2 market days ahh aii muthatheleni utshwala≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡ skeemsaam ,positive
cabanga weve never interacted before abantu banesbindi haa ≡ƒÿé≡ƒÿé ,positive
inganekwane 2 gig will be good ,negative
haibongicabanga ukuthi kuyinhlekisa ukuba nemeya eqenjini elithole amavoti amancane kanye nosomlomo eqenjini eliphume isibili ekugcineni kukhombisa ngokusobala ukuthi uhlelo lwethu lwezepolitiki luyinhlekelele benginethemba lamadlelandawonye kodwa asikavuthwa ngokwepolitiki ,negative
principled leaderif besingabeki ziqu namali phambili ngekudala eliphondo likhokelwe nguwe mkhuluwa keping ngoba ubunkokheli ayososihlalo kukwenza inguqu kulondawo ukuyo ,positive
cabanga nieces nephews christmas clothes ≡ƒÿ⌐ ,negative
"biglwah lotj sjava always tries giving us something fresh amd new but this album sounds like an extention of umsebenzi, except umsebenzi was executed way better except for 1 track there are other things that are not so good but the good of the album, outweighs the bad ",positive
nkosivumileduma thatΓÇÖs bull youΓÇÖd rather go awol ngenxa yama double standards abheda kanje≡ƒÿécan never be me ,positive
"zungulavuyo the fact that he pisses you off means that heΓÇÖs doing his job steady but sure the buffalo and all ankoles will be squeezed until they run back to their masters no rush, kancane kancane ",negative
iymvula zehlobo zikunetha uythole usuthandaza uthi nkosi ngicela umsebenzi ngzothenga imoto ≡ƒÑ║ ,positive
ngempela yaz≡ƒÿ¡≡ƒÿ⌐ ,negative
sengiyiliphothile asethembe izojeza ekugcineni ,neutral
inkinga after inkinga ,negative
drbladenzimande edut abafundi abebelinde unsfas ukuze beregister sebephuciwe ama offer kwanikwa ingane zomntakabani eve zi afforder kukhokha registration fee siyacela ningenelele ,negative
hahaha lutho palesa thina siyadeleter dlali ,positive
"6 i think, nam ngibuka kutiktok≡ƒÑ║≡ƒñú ",neutral
akukhulunywa nenhloko yendlu kanje kodwa icala yicala≡ƒÖÅ ,negative
theo ≡ƒÖê≡ƒÖê bakithi bbtitans ,negative
pallnandi hhay wena lebza uyazidlalela nje ≡ƒñú≡ƒñúlook an ex wiffie ka white coffee ukuthi uhlupheka njani you cant always abuse your good looking to eat immali zamadoda men are getting tired as well ,negative
bengngeke ngempela ngikhone mina ≡ƒÿé≡ƒÿé ,positive
cabanga mfethu≡ƒÿ¡ ,negative
mayorpappas ukhuluma amanga lona yaz uyangicika nje ,negative
dibaba ey bakithi ≡ƒÿ¡ ,negative
so should i pay for my effort ukuthi u scream ≡ƒñ╖ΓÇìΓÖé∩╕Å≡ƒñ╖ΓÇìΓÖé∩╕Å≡ƒñ╖ΓÇìΓÖé∩╕Å phela a car cant start on its own without someone turning it on ,negative
ongenayo album ka sjava uthembeni ngempela≡ƒñ╕ΓÇìΓÖÇ∩╕Å ,positive
mkhize hawu khabazela nilala kanjani amabilions aya nge phesheya ,negative
"ngeke nxamalala ngeke kukade uncoma upaul saba nethemba, kepha manje uyasingabazisa ku paul ngeke ngiyala ngeke ",positive
b3 cruzer inthiren2 askies broer would give you a kiss on the forehead but alikho ikhanda ,positive
ngcobo sandile wa bona manje nawe se ufunana na sisters on the side you not answering your phone ≡ƒÿé≡ƒñú≡ƒÿé≡ƒñú≡ƒñú i take it back sandile uyacheater ≡ƒÿé≡ƒñú≡ƒÿé≡ƒñú ,negative
gugu chow the money icala solibona later ,negative
tammmmy 27 ngempela akukho right ,positive
thumela ngapha bakithi ≡ƒÆ»≡ƒÆ» ,positive
prince eish bafo kubi ngempela ≡ƒÿ¡≡ƒÿ¡ ,negative
athatha iskhathi esingakanani ukphola amanxeba othando i wana move on ngingaze ngiphuthwe ivalentines≡ƒÿ¡ ,positive
kancane kancane kuyoze kulunge ,positive
≡ƒÿ¡≡ƒÿé mpiloni lozofuna ukuyiphila ngempela ,negative
niyavela kancane kancane nina ,positive
ayoola sirm yini le manje wa dunudunu ,neutral
lmao ziyakhala manje ,positive
"dlalachampion aviwe ii she wasnt forced she could be heard ,ima kancane while positioning herself comfortably for the poor boy shes definitely lying if she was indeed forced she wouldnt have been so calmno sign of panic whatsoever ",negative
sithole lutho mzala angisazingeni ,negative
hai shem they decided nje ukuthi letΓÇÖs go play with guns ,negative
selfies politicians novemberancmkhondo entombe nkomazi kamaqhekeza cape town nyanga enoch mgijima tarkastad merafong city khutsong abaqulusi bhekuzulu mthonjaneni mfanefile maphumulodabelabela drakenstein parl nyanga ,negative
iskhathi nje sisho njalo ,positive
"eh, leeds manje ≡ƒñ¡, well maul them 31 ",neutral
zama khuluma sikhona ,neutral
umadlomo umadibausopitshoungqolomsilauyem yemuvela hebt sela uzondwa zintshaba zingasoze zimenzentobhomoyiumthembukazi obhuzubhuzuakaphathwa ebusweni ukuthatha ngoku akathi ngomso kaloku ngowasebukhosini≡ƒææ ,positive
thembeka ngicela kudumisa nomndeni wami wonke wakwamanqele lapha kwanongoma emaye kanye nomndeni wakomalume kwagazu lapha kwahlathelidumayo nomphakathi wonke wase maye namabhakaniya onke ngithi bucks ,negative
smamane awusithi fahla oe kancane ,negative
awww bakithi baze bashona kabuhlungu abantu bebadala ,negative
lekitlane toka ayi kuthiwani manje la who fatally shot who this narration is not make sure≡ƒÿÅ ,negative
aningitholele umsebenzi phela ethekwini ,negative
lol ayi abantu bakutwitter abasabi lutho you just go around giving advice on something that you arenΓÇÖt an expert in ≡ƒÿ⌐ ,negative
guys yoooh ≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡≡ƒÆö≡ƒÆö≡ƒÆö≡ƒÆögcina bathong oooh my goodness i cant even begin to imagine the pain youre going through ≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡ nganele ,negative
retail yonke nje ,neutral
idiskitimes inkinga ukuth you are concerned about me but uhlulwa yi selfie ≡ƒñ¿what nonsense is this≡ƒæç≡ƒÅ╜≡ƒæç≡ƒÅ╜≡ƒæç≡ƒÅ╜ ,negative
"she staunch aii mvelase, bakithi isando pho mtase≡ƒÿå ",negative
mhlampe uyifuna cash nje uyazi ukuthi leli fuqu fuqu liyiscammer ≡ƒÿ¡≡ƒÿ¡ shaya amafake bank notifications ,negative
umsebenzi ≡ƒò»∩╕Å ,neutral
em1 ubuso obunje≡ƒÿ¡ nenhliziyo enje≡ƒÆökanti wena unjani ,negative
mdnnewss uyaganga yaaz emdala kangaka ,positive
this heat idinga iacΓÇª kwafan ayenzi lutho ,negative
nami ngya shweleza impela bakithi ≡ƒÿé ,positive
hau kanjani manje umembeso niwenze isikwelede ,positive
uphapha kakhulu ,positive
batho ba tshela se movie ,neutral
"nje uyazi ukuthi ngyakthanda, so ngingakwenzela noma yini≡ƒÑ║ ",positive
isidliwe imali angithi so sekuyodliwa umuntuke manje≡ƒñª≡ƒÅ╛ΓÇìΓÖé∩╕Å ,negative
≡ƒÿémuzokhuluma ngabe team yakho kongijabulisa iyona lento eyenza abantu blockane ngoba uvele udideke ukuthi usehlanganaph team angayi suport banter team player akulona icala wena busungene kuyo ibisi dep idinga thina balandel bayo ,negative
i cant believe i was crushing on this other girl ≡ƒñí≡ƒñí≡ƒñ«≡ƒñ« neke i phoqile mahn ,negative
nami ngicela ungbuzele ≡ƒÑ║ ,neutral
nqoerna1 lol its not that bad imina nje ongafun lutho eduze kwam for now ,negative
ukhozica mhlaba uhulumeni akazinuke amakhwapha ngezenzo ezimbi ezinziwa abafundi ezikoleni wathatha amalungelo onke wawanika abafundi abahloniphi ngisho abazali babo ngoba banamalungelo yikho kunjena yavalelwani induku ilamalungela lawa abasikibebunda ,negative
tp yonke imkhuba bayenza lana ,neutral
velile welele inganekwane ,negative
lethani phela amaeating plan ngincipha ngempela this year ≡ƒÑ╣ ,positive
mk ungathathi yonke into personally weareorlandopirates ,positive
very fast sana that lady gathered londie hay nje kancane ,positive
kulokhu le ngosi ikulethela umculi kamaskanda osezakhele udumo nogazi olukhulu kubathandi balolu hlobo lomculo ,positive
thabisomag2 ungabe usachaza nje ushilo ubafo yeka kanjalo ,positive
kancane kancane≡ƒæÇ ,positive
"arthur zwane said he has enough quality in his squad when he had a chance to sign players during the transfer window,kodwa manje we have ngezana playing as a right back ≡ƒÿ¡≡ƒÿ¡ ",negative
"sazi lol, khuluma sazi ",positive
usemncane ngempela uthando bakithi≡ƒÿ⌐ ,negative
nature news xidumbu xita hlupheka≡ƒñú≡ƒÿó≡ƒÿó ,negative
nigathi forget bushiri malinga kancane≡ƒÖÅ≡ƒÅ╛ ,positive
nithenga utshwala credit come social media nizosifundekela cars houses finance naze nayi moemish south africans angifuni ukungasho bunch mamparas≡ƒñúhayi sies man ,negative
he looks iike hell burst into tears naye umangele shem ≡ƒñú ,neutral
ngiyabonga sthandwa sami ngiyakuthanda uyezwa≡ƒÿì ,positive
namanje you havent picked up ukuthi ngithanda ukuzdlalela on twitter or maybe i triggered something ≡ƒÑ┤ ,negative
khuba bhuti asakhonani ama tickets singasali bakithi please ,positive
"molefe molefe ezemidlalongicela ukufisela usuthu sengathi lungayiphakamisa lendebe ye mtn8 , lokho kuyoba umlando kuthokozise i kzn yonkefm ",positive
sulestress ukuthi imoto uzoyithathaphi ,positive
ngayi gcina kusa phila uquen elizabeth ,positive
sa s no creatine igrand akaze ngakhumuka izinwele kumele uphuze amanzi amaningi nje kuphelaΓÇª as you should though ,positive
inkinga zihlezi zidinga imali and angsebenzi ,negative
hugo wouldΓÇÖve let this one go eligwala kangaka ,positive
o eh uthini manje ≡ƒÑ┤ ,neutral
kancane kancane uchris uyavela ≡ƒÿé≡ƒÿé ,positive
mina bengithi ama clubs operate like restaurants you pay ungaze uphumele emnyango ,negative
bengazi ukuthi this is one size fits all ,negative
"wena lukay, kancane kancane uya vela there by olivia interest bbtitans bbtitans2023 bbtitians2023 ",negative
mp phucking full chicken yonke i mean de wings are already therr so watta phuck with de full chicken≡ƒñö≡ƒñö ,negative
awu yashintsha shintsha kangaka lendoda ≡ƒÿé ,positive
ngibuka ama mermaids lah bro ≡ƒÿé ,positive
"waqala thabiso, usthanda ukuvela nawe kancane ≡ƒñ¡≡ƒÿà ",positive
phambili we go@@≡ƒÿè ,positive
nyobs bakithi≡ƒñú≡ƒÿ¡≡ƒÿ¡ ,negative
"kancane kancane kuyavele , eshe ",positive
itΓÇÖs giving ukholo lwami ndonyuka nalo ≡ƒÿ¡≡ƒÿ¡ ,negative
stupid thing to destroy infrastructure in remote towns intuthuko iyivela kancaneΓÿ╣∩╕Å ,negative
mnembe no okwamanje cele ukuphathisa wena≡ƒÿå ,positive
hawu mzwai ulaka olwani bafo unyaka uqala nje ,negative
siyaxolisa besingaqonde lutho okubi ,negative
telkom is doing me dirty not after the debit order≡ƒÿ¡ we have been on no service for 2 days manje umuntu had to buy data on mtn yhu hayi sana ,negative
